KWH JANUARY 2010, KWH FEBRUARY 2010, KWH MARCH 2010, KWH APRIL 2010, KWH MAY 2010, KWH JUNE 2010, KWH JULY 2010, KWH AUGUST 2010, KWH SEPTEMBER 2010, KWH OCTOBER 2010, KWH NOVEMBER 2010, KWH DECEMBER 2010
7873, 9649, 8826, 8185, 9724, 21531, 25252, 19344, 10462, 13992, 17359, 17182
4139, 4725, 10808, 14960, 8999, 14955, 15890, 11318, 8542, 14334, 14688, 15571
6759, 6552, 5528, 4997, 9348, 13629, 14724, 11555, 6954, 10716, 11236, 11041
9238, 7989, 6357, 6509, 10460, 15106, 14414, 11920, 6767, 7156, 8239, 12552
5213, 4909, 4621, 3958, 4502, 13954, 14621, 4796, 3632, 6771, 7573, 8159
1059, 1198, 846, 1051, 1169, 2229, 1977, 1502, 945, 1819, 1454, 1878
11530, 9830, 8361, 7612, 8120, 15997, 17945, 11961, 7144, 12779, 14942, 15146
5104, 4782, 5736, 5008, 5624, 12095, 12645, 8892, 6879, 10454, 8759, 9843
9877, 8758, 7067, 6967, 7962, 19167, 18257, 9935, 8595, 19167, 13045, 15451
3861, 3927, 6037, 5746, 5684, 11042, 12470, 9559, 11128, 10511, 9452, 11072
8140, 6644, 7412, 5902, 13659, 19841, 17558, 14326, 6400, 6150, 10311, 10198
25811, 20562, 25197, 20470, 34449, 50490, 51316, 40877, 25887, 22528, 32760, 39086
6550, 5670, 6140, 5044, 9110, 10909, 12436, 10645, 12887, 12302, 10954, 12805
14535, 17190, 14793, 11759, 22479, 32034, 35710, 25436, 14658, 18915, 21459, 24053
6192, 6511, 6772, 5621, 8713, 12611, 13940, 11818, 12090, 13843, 24063, 16538
4403, 6590, 6690, 6879, 7755, 9065, 12860, 15076, 11201, 8670, 8895, 11002
6218, 5395, 6658, 6331, 10180, 11633, 11607, 13130, 11305, 8112, 11697, 9111
6702, 5421, 7469, 5907, 9469, 11343, 13950, 14082, 9261, 8695, 12362, 10669
5769, 5603, 6633, 6173, 11108, 14553, 15992, 18527, 9696, 8749, 11747, 13477
9704, 10462, 9104, 8662, 17060, 21373, 25563, 25040, 14393, 8723, 16695, 13381
7758, 6220, 6723, 5553, 17682, 21834, 20616, 17418, 15042, 13330, 14425, 13199
7515, 9125, 8085, 6426, 11579, 15833, 17079, 14444, 9044, 11547, 15420, 18676
8656, 6290, 10362, 7595, 11310, 14466, 20591, 17476, 13308, 11900, 24471, 22328
8766, 8316, 5240, 4404, 5543, 8237, 9462, 7565, 5355, 6575, 9188, 12787
4257, 5591, 7625, 6935, 6215, 10552, 18824, 13836, 11755, 8956, 7492, 18849
5345, 7339, 8558, 5882, 5948, 9070, 10062, 10669, 10993, 14392, 8464, 12894
6503, 5687, 7908, 5844, 6814, 11360, 12200, 8802, 5978, 10115, 8670, 11527
6956, 5789, 4883, 4620, 4996, 8837, 8911, 6830, 5226, 4189, 5569, 7192
1671, 1472, 1350, 1333, 1453, 3180, 2782, 2503, 1987, 1706, 2134, 2927
7422, 5684, 4776, 4073, 5165, 8429, 9312, 7696, 5401, 5348, 9172, 22138
7633, 7544, 6165, 5255, 8545, 10974, 16099, 15248, 16499, 9088, 11617, 14143
6713, 6764, 6047, 5776, 10494, 13053, 15589, 14445, 8696, 8301, 12471, 12802
3159, 2852, 4330, 3676, 5788, 8618, 10502, 9425, 11105, 9129, 10990, 8245
1075, 1105, 863, 700, 1626, 1943, 2146, 1701, 735, 624, 5435, 1658
8013, 8869, 7630, 6329, 11308, 14928, 17642, 16046, 9430, 6491, 12031, 18939
1286, 2672, 1856, 1522, 2349, 5309, 5513, 3256, 1628, 1408, 1976, 5530
2590, 1843, 1672, 1643, 1990, 2797, 3108, 2622, 2012, 2303, 2526, 2444
5388, 7982, 8128, 7097, 9469, 13770, 18433, 16139, 12754, 9695, 14020, 11846
6751, 7978, 9082, 9489, 10976, 15699, 17441, 23230, 15416, 12004, 17091, 14961
7818, 5988, 6760, 6064, 6378, 13577, 17954, 13052, 8869, 10395, 10871, 12480
4639, 5255, 4345, 4853, 6639, 7935, 8404, 6950, 5486, 5716, 6408, 8397
2792, 2512, 2395, 2015, 2199, 4174, 4293, 3661, 2399, 2163, 2866, 2933
656, 892, 873, 848, 959, 2861, 2148, 1526, 912, 894, 1054, 1475
42594, 41674, 36939, 34403, 36221, 46030, 40101, 41111, 37176, 34777, 47298, 52895
2631, 3569, 3443, 2926, 4661, 6122, 5615, 4330, 2817, 2571, 7941, 5124
3450, 3164, 3263, 3306, 3475, 4137, 4041, 4405, 5200, 5254, 6217, 6616
11274, 10102, 10030, 9527, 10445, 13833, 12235, 10772, 8067, 8214, 11159, 15992
7890, 5064, 3942, 2474, 3283, 3500, 3998, 3471, 3864, 3414, 4969, 8390
258558, 257826, 219465, 220879, 297799, 317013, 308551, 336106, 294047, 284909, 298669, 345758
4679, 8021, 6457, 5213, 5595, 11813, 14253, 7871, 5424, 5028, 8902, 11100
2341, 1706, 1363, 1144, 2017, 2864, 3245, 1975, 1200, 1108, 2994, 4295
5897, 5298, 5101, 5310, 6691, 16183, 18419, 11335, 7008, 9269, 10258, 15946
8300, 8111, 7927, 7050, 8430, 10652, 9551, 9719, 7452, 7206, 8597, 10411
10413, 9633, 9791, 10042, 10770, 19435, 20120, 15042, 9119, 8512, 13668, 15108
773, 984, 809, 943, 937, 3325, 3384, 221, 810, 735, 1065, 1107
5864, 5217, 5334, 4845, 5331, 12435, 13515, 6315, 5833, 4628, 7702, 9333
6623, 7884, 9430, 6475, 8387, 14678, 17108, 11516, 7976, 7451, 9246, 12863
7326, 7226, 6346, 5818, 6930, 13310, 13357, 10159, 6565, 5989, 8685, 11007
35230, 38610, 34905, 33888, 36586, 50115, 44235, 42881, 36179, 37455, 41027, 52049
2190, 3856, 2598, 2710, 3632, 4710, 5393, 4037, 4105, 6005, 5274, 5902
7585, 6588, 4985, 3961, 6406, 8593, 8773, 6257, 4163, 4859, 6081, 8132
9229, 13841, 9639, 9904, 13641, 23703, 27169, 21793, 12998, 11434, 15493, 20489
7735, 12291, 7356, 10775, 11671, 16704, 16253, 12581, 7173, 7080, 10328, 14158
2204, 4058, 5871, 4559, 4501, 6435, 9240, 7124, 5992, 5983, 4802, 9221
1826, 2193, 1778, 2083, 3653, 4959, 5552, 2949, 2837, 2924, 3039, 3428
10101, 12708, 10779, 9391, 14764, 21780, 23579, 19645, 12136, 10774, 16368, 20195
7819, 6430, 5394, 5782, 7175, 10333, 9779, 8906, 7531, 10237, 6924, 8666
906, 931, 587, 582, 830, 1621, 1588, 1059, 752, 663, 742, 1104
17004, 18583, 18623, 17969, 24688, 26927, 26863, 26950, 20107, 20339, 19729, 23330
3214, 3051, 2922, 2629, 3599, 4388, 4809, 4757, 3464, 8213, 4100, 5010
5992, 8113, 8066, 6667, 7745, 10258, 11712, 12850, 15593, 9194, 8945, 11793
8043, 8018, 6352, 6518, 10004, 14476, 14872, 10996, 9292, 6807, 8987, 10935
7430, 10032, 7226, 6443, 9832, 15040, 17694, 13440, 8698, 9606, 11271, 15748
7031, 8866, 8258, 6244, 10067, 14991, 16147, 11349, 10037, 7373, 10818, 13367
5784, 7984, 6013, 5679, 6845, 8688, 11711, 10589, 5182, 5232, 6801, 8901
2688, 5393, 3688, 2955, 5790, 7332, 7621, 6760, 7143, 3022, 4177, 6044
4083, 4449, 4159, 4287, 4420, 6055, 5538, 5100, 3995, 3873, 5407, 6283
21175, 26513, 21355, 20763, 23024, 24622, 26260, 24657, 21952, 23075, 24183, 29416
288, 503, 584, 621, 745, 1120, 1424, 1844, 1850, 595, 684, 806
5757, 9165, 5546, 4892, 7966, 12068, 13654, 16510, 8527, 9588, 9466, 9718
16622, 18989, 16779, 16164, 17542, 33625, 29505, 23499, 16127, 14104, 15566, 18963
7043, 6293, 5988, 6635, 7232, 7392, 7854, 7484, 6502, 6681, 8220, 9428
5123, 9537, 6901, 5671, 9706, 14615, 14273, 12064, 10956, 8005, 6398, 11590
2953, 4372, 8146, 3953, 6494, 9625, 8733, 7777, 4571, 3782, 4371, 6245
72049, 71222, 71717, 64567, 138899, 102326, 89081, 66348, 54798, 78095, 88085, 109825
12227, 11769, 11617, 9435, 19482, 25420, 31093, 23520, 18714, 13662, 16104, 23693
1258, 1057, 1365, 1135, 1761, 1962, 1976, 1375, 1092, 991, 1623, 1896
9780, 10512, 13073, 12049, 20313, 26873, 34774, 31331, 21750, 16010, 16652, 21861
14436, 14691, 15789, 12862, 20426, 24736, 31200, 22019, 12858, 12340, 16539, 22969
12688, 11229, 10742, 9746, 18736, 23010, 28838, 18903, 15016, 10765, 13435, 21177
12404, 9337, 9976, 7860, 19050, 22962, 33052, 21017, 11381, 9937, 13911, 17979
12307, 9634, 10715, 9127, 16465, 20274, 27189, 16845, 10932, 8709, 12847, 16628
5507, 4798, 6020, 4835, 10671, 13227, 17868, 11876, 9433, 3931, 7732, 12774
10910, 8261, 10104, 7953, 16346, 19724, 24165, 15528, 9758, 8281, 13051, 15949
9982, 9736, 12556, 10232, 19709, 23908, 32644, 22420, 16447, 12674, 18326, 18526
2086, 1570, 890, 710, 1679, 1961, 2684, 1939, 1214, 851, 2590, 3499
10355, 10721, 10438, 8634, 17878, 24010, 26799, 23135, 16687, 10757, 13898, 17171
13565, 13030, 12827, 10361, 25028, 32471, 30819, 25332, 17122, 11880, 16905, 27066
14726, 12142, 13482, 12313, 24001, 28748, 32866, 22741, 16548, 15682, 17028, 22817
1755, 1700, 1348, 1365, 1282, 4943, 3673, 3780, 1857, 1685, 2945, 3100
9232, 8841, 11665, 9266, 14734, 18279, 32321, 23623, 13358, 10756, 13150, 18786
10761, 8746, 9085, 7643, 17790, 24433, 32202, 22617, 12071, 8733, 11023, 15495
8854, 6662, 8582, 7234, 13181, 18816, 19308, 12621, 7736, 7109, 9539, 12131
5239, 3942, 3665, 3216, 6464, 9625, 9978, 7263, 4452, 3812, 5178, 6868
76718, 61053, 36594, 32281, 38417, 44425, 42888, 40609, 33216, 40042, 78624, 85915
35260, 31926, 35174, 33501, 56927, 72486, 101563, 67779, 34003, 31369, 45432, 55076
20496, 21918, 16317, 14271, 26582, 34764, 49335, 31680, 18021, 15503, 22985, 26695
26063, 22515, 26866, 21266, 38196, 47118, 62834, 42349, 26086, 22555, 34593, 40208
23583, 21718, 20983, 21600, 32527, 42677, 68597, 43502, 25202, 20702, 27699, 33359
19284, 25147, 17452, 20674, 30555, 37791, 90409, 43401, 23227, 21748, 31735, 32704
21532, 21862, 20156, 24976, 29691, 58488, 77421, 39940, 26983, 27548, 41710, 41833
442, 333, 658, 431, 722, 890, 2130, 979, 401, 375, 662, 779
1857, 1430, 2285, 1745, 3265, 3876, 6397, 3793, 2028, 1880, 2154, 2542
14498, 11703, 7639, 7646, 14049, 17618, 20808, 17328, 9740, 8568, 12346, 15247
7487, 6827, 6464, 5279, 10710, 11397, 21445, 12809, 7018, 6554, 9172, 10634
5059, 4682, 5525, 3412, 7401, 9018, 10517, 7211, 5083, 4051, 6031, 7467
5284, 3976, 2687, 2833, 5537, 6977, 12631, 6209, 4078, 4400, 5039, 6089
3947, 3334, 3939, 3449, 7066, 8240, 12896, 7707, 4727, 4491, 5380, 6732
10782, 12551, 17532, 12084, 16062, 20152, 30835, 24350, 16203, 12452, 17866, 18877
7551, 9600, 10220, 7938, 19784, 27343, 29628, 21991, 17097, 11481, 19227, 18973
7916, 9963, 7399, 6421, 14439, 21390, 32605, 17991, 13396, 8374, 12654, 20522
11312, 10174, 9018, 7695, 12199, 20806, 20337, 16607, 15373, 18216, 15863, 17787
8923, 10021, 17139, 14145, 17693, 25275, 30372, 26566, 27733, 21102, 19770, 23509
11784, 9229, 10012, 8658, 16460, 22144, 25247, 18984, 19515, 10790, 13966, 16614
11633, 9588, 12052, 11294, 18423, 27233, 27176, 20873, 16564, 16168, 17177, 19822
15691, 12160, 13247, 10379, 19903, 25802, 27539, 21294, 13592, 11373, 14263, 18034
10487, 10873, 11166, 8417, 16945, 24907, 25668, 20113, 13651, 9930, 15327, 17467
13442, 10994, 10220, 9485, 17335, 28143, 30951, 20993, 12172, 11400, 16877, 21011
8689, 13639, 14146, 10841, 17309, 26999, 30153, 28443, 16286, 16840, 20698, 25105
6643, 6162, 9934, 8371, 14818, 21104, 22369, 15861, 10935, 9287, 10296, 13564
10829, 8765, 11526, 9577, 21318, 29197, 30970, 23544, 13456, 11913, 14937, 17575
6002, 6279, 9597, 8571, 14407, 17290, 17620, 18750, 9306, 8100, 10454, 13823
11236, 10217, 14669, 10912, 17000, 28745, 28483, 23089, 18853, 12468, 16347, 25550
11839, 11620, 13410, 9528, 16484, 25208, 26737, 22429, 11754, 11139, 13905, 20761
5977, 7749, 9603, 7296, 10767, 16038, 18434, 19968, 16555, 9043, 12184, 21299
9104, 7203, 8355, 6680, 10738, 18750, 19839, 14410, 8359, 8347, 13870, 13720
5184, 4785, 4829, 4504, 9885, 8661, 8474, 6517, 3958, 3258, 3635, 4485
165, 133, 69, 57, 1404, 853, 959, 1181, 932, 1472, 2100, 3994
24114, 28890, 24947, 21665, 32013, 57823, 77795, 58438, 37753, 28793, 32537, 47136
10808, 14679, 16099, 13655, 15459, 30075, 33843, 25075, 20393, 14668, 17701, 22393
3525, 3363, 6008, 5108, 9294, 13120, 13048, 8597, 6025, 4714, 6821, 7473
18018, 16978, 18203, 19606, 16962, 50132, 51652, 30485, 26518, 23559, 30801, 36330
18399, 17275, 14813, 14346, 16223, 55812, 58306, 19016, 18763, 21189, 24347, 25892
28072, 35452, 27679, 27223, 29755, 78764, 77352, 37048, 30568, 38362, 41436, 48295
9469, 10776, 10318, 10468, 10866, 31989, 34824, 20289, 14068, 19283, 20277, 20435
17524, 17504, 15224, 19569, 20637, 45393, 45698, 28259, 20813, 24845, 25551, 31004
13335, 12161, 9423, 13534, 14359, 43218, 44577, 19388, 12249, 16102, 18899, 23517
15210, 12584, 10159, 12159, 13310, 28307, 35514, 23787, 20172, 15421, 17998, 26976
10478, 11702, 12147, 10178, 10910, 29461, 33490, 30963, 22967, 23426, 21387, 21474
2523, 2642, 2269, 2012, 3713, 4971, 5039, 4118, 3254, 4127, 5083, 5732
2560, 1925, 3321, 2709, 4578, 9579, 9558, 4718, 3275, 3638, 4967, 6317
30597, 28427, 29194, 28167, 39679, 39359, 38843, 38293, 28332, 24805, 26859, 34703
2475, 2462, 3329, 2517, 5598, 7590, 7691, 6416, 4348, 2804, 3371, 4518
28993, 34527, 23867, 21721, 21670, 31340, 21594, 18176, 21102, 23932, 56702, 73562
3049, 3836, 4273, 3800, 4656, 4720, 5581, 6305, 3490, 5074, 9993, 11463
8281, 7300, 8040, 6851, 12912, 17658, 18301, 14968, 9260, 7632, 12521, 12939
2310, 2773, 2675, 2204, 3958, 6184, 7363, 10022, 4632, 2809, 5707, 6113
12129, 11679, 13677, 13132, 16222, 16480, 22933, 21796, 19272, 16863, 18120, 18762
0, 0, 0, 0, 0, 0, 0, 0, 194, 262, 706, 493
3019, 2878, 2575, 2499, 3633, 6354, 9290, 4938, 3592, 3245, 4273, 5051
9294, 13489, 11621, 11102, 16238, 20511, 29836, 40585, 18271, 11588, 20494, 23691
0, 16425, 20132, 8798, 4607, 5239, 8714, 12946, 6969, 8077, 23340, 29514
23548, 19492, 6861, 4346, 12092, 13540, 10940, 7541, 8060, 12656, 26243, 34031
941, 1235, 1429, 1420, 2590, 3883, 3771, 3973, 2117, 1718, 2183, 1929
21777, 36870, 37147, 33483, 37191, 49512, 90617, 83574, 47416, 35888, 51854, 54281
9800, 15471, 13383, 13006, 14005, 16908, 31902, 41950, 31430, 18901, 23513, 20409
2214, 3175, 3353, 4052, 6228, 7618, 7040, 6482, 4847, 3772, 4978, 5298
16556, 15613, 13377, 17885, 23817, 40316, 49129, 50553, 35607, 28024, 33282, 34118
8420, 10167, 11330, 10048, 17165, 22774, 21491, 22838, 20874, 14753, 21231, 23351
6112, 11159, 11071, 10083, 13409, 21463, 28110, 31169, 21707, 25440, 17518, 18777
3206, 2880, 2433, 2669, 3062, 7068, 5329, 3580, 2737, 2748, 4669, 4846
22505, 19611, 16059, 16797, 25590, 40997, 39880, 28051, 17383, 17689, 25576, 26940
5646, 9785, 9211, 9347, 16524, 27249, 24203, 24942, 15493, 15788, 16054, 14356
10111, 11947, 10741, 9450, 18067, 25640, 28578, 24841, 13295, 8949, 18646, 19393
2962, 10107, 10172, 8954, 10483, 17046, 19874, 25183, 17574, 11458, 12886, 12832
2754, 2719, 2469, 2124, 2199, 1937, 1738, 680, 1358, 1176, 2263, 2708
10161, 11044, 11241, 22094, 17883, 23842, 33330, 28563, 19032, 12955, 21391, 22359
1979, 3022, 3316, 2507, 4410, 5670, 5679, 5516, 3135, 2415, 8869, 9989
0, 4799, 4136, 4157, 3431, 3987, 5350, 24511, 11922, 5498, 4918, 5073
6981, 14223, 13899, 13108, 13293, 16615, 32283, 53224, 29050, 17528, 24299, 26399
1722, 2594, 2227, 1944, 2873, 3359, 4959, 3892, 1938, 3027, 8879, 8449
16208, 25614, 23959, 24215, 33423, 41218, 65784, 59149, 29478, 27454, 37766, 41595
9780, 11037, 11519, 10698, 15797, 14552, 14861, 13541, 12257, 12183, 12789, 13549
16675, 26792, 20401, 21881, 29446, 52122, 63626, 52747, 38020, 26547, 40853, 41707
14181, 21970, 20660, 19633, 26706, 34598, 45801, 48080, 29846, 23693, 33155, 38364
779, 804, 608, 503, 909, 1323, 1861, 1500, 1994, 2184, 2558, 2147
21215, 23431, 20876, 20444, 35403, 52666, 67178, 52042, 30578, 26027, 40659, 43990
13946, 13458, 15713, 14813, 20009, 44874, 44032, 26349, 19381, 18052, 23747, 25073
6389, 8209, 7580, 6848, 9833, 20845, 27386, 17413, 7362, 8429, 11726, 12767
3756, 1408, 355, 309, 290, 265, 260, 211, 277, 292, 3209, 5138
28214, 26669, 25709, 26355, 44050, 84695, 92598, 65576, 41266, 39857, 52343, 60746
15209, 31772, 33764, 28898, 44004, 75324, 93656, 78398, 59362, 53852, 72492, 71134
9739, 16496, 11777, 13461, 18692, 39091, 41666, 43427, 24594, 19446, 20802, 28389
27538, 31605, 25388, 30160, 35756, 73858, 82123, 69394, 42986, 33652, 49091, 56610
5337, 3168, 2634, 3522, 3840, 11576, 10951, 4365, 2742, 4651, 4909, 4790
5425, 3290, 3318, 6337, 6091, 7249, 8640, 7945, 6832, 16544, 9518, 10291
7176, 8141, 7520, 9218, 14492, 21025, 18619, 13012, 8357, 7713, 12059, 10157
8609, 11226, 11727, 12201, 16588, 27095, 25696, 20889, 22393, 28002, 32448, 28166
365913, 334280, 334532, 363345, 407606, 440762, 436259, 394103, 333067, 318552, 349136, 365813
7855, 7178, 11244, 8086, 15195, 22005, 25542, 15261, 8670, 7998, 11053, 12638
6734, 12776, 8292, 9917, 9648, 28885, 33322, 13919, 8896, 20681, 14683, 14931
11543, 12484, 11896, 10880, 18150, 30326, 29527, 19537, 14461, 16269, 19770, 21724
17693, 15234, 19747, 17244, 26957, 46063, 48669, 28981, 19180, 17240, 25169, 28841
15656, 19469, 17269, 21789, 24505, 34898, 37956, 41272, 49793, 34359, 35538, 35150
5531, 11810, 9451, 10146, 12685, 14824, 18169, 21865, 35357, 20810, 16242, 16587
14496, 15328, 20189, 19350, 21502, 34252, 34043, 31927, 51401, 41370, 36612, 35767
18562, 17601, 15891, 16235, 16826, 36145, 46063, 28179, 15988, 16410, 27220, 31355
10649, 10837, 10338, 13539, 13893, 38522, 41305, 22563, 15148, 16577, 20589, 21170
79627, 77522, 78324, 79516, 104171, 111133, 116716, 98799, 82112, 77533, 85610, 93573
13721, 12721, 13749, 14204, 20412, 29298, 34968, 22661, 17184, 15018, 23223, 25257
10228, 9970, 12866, 13784, 15052, 30314, 29669, 21987, 20067, 14886, 18384, 18648
8050, 15216, 18065, 17182, 17587, 21721, 27386, 36340, 39427, 24005, 21329, 21361
20427, 23965, 20707, 21799, 23025, 52901, 63548, 34754, 22833, 25960, 31115, 38337
11424, 9021, 7962, 11656, 11225, 31050, 32584, 16451, 11785, 15415, 14079, 14497
6067, 4499, 3677, 6793, 7976, 11121, 12079, 17215, 19338, 9726, 11293, 12475
406, 1004, 2502, 2407, 2258, 3051, 4016, 6123, 2554, 2988, 6315, 4022
13316, 8626, 10497, 15805, 14288, 33787, 36695, 21433, 16431, 19585, 19778, 22320
10658, 9751, 11767, 10415, 17873, 26571, 26979, 19034, 15011, 14528, 21229, 24551
276, 1824, 1536, 1307, 1659, 2020, 1786, 1452, 1117, 1735, 2609, 4481
7171, 6620, 5733, 7882, 8947, 23127, 28412, 10855, 7532, 7216, 11314, 12637
8333, 7449, 6228, 8348, 9168, 17834, 23599, 17472, 7255, 8293, 10882, 13035
5894, 5866, 5328, 6439, 10306, 18663, 16007, 16539, 8221, 7244, 10534, 9793
4498, 6495, 5867, 7121, 11729, 19189, 17590, 11709, 7733, 8068, 14446, 13794
8294, 8854, 7105, 8141, 12932, 21109, 18928, 10675, 8098, 9076, 16151, 12318
5744, 7366, 7029, 7856, 11832, 18402, 19291, 13266, 7943, 8325, 12844, 11050
5905, 7174, 5871, 7308, 11763, 18053, 18331, 10396, 7853, 9097, 10222, 8171
8663, 9109, 8099, 11217, 15475, 26600, 23332, 14668, 10163, 9290, 16640, 12351
9010, 13277, 9238, 10707, 15917, 23541, 21990, 17955, 10716, 9834, 15691, 14622
7744, 10284, 9129, 10263, 17948, 24399, 25226, 18393, 10681, 10423, 16192, 15085
3004, 3365, 3317, 3869, 6987, 11896, 10864, 5981, 3284, 3380, 4853, 4327
10560, 8743, 6800, 7681, 12978, 19305, 18066, 12432, 7949, 7299, 12375, 17013
12865, 13518, 14230, 15960, 18556, 21141, 21038, 18175, 15135, 13626, 15717, 15123
4767, 4977, 4623, 5900, 9255, 14593, 14985, 11339, 9605, 7585, 8701, 10966
4111, 6075, 5521, 6363, 10601, 16352, 14766, 10319, 4759, 4642, 7006, 6583
469, 691, 577, 558, 823, 1840, 2102, 1465, 1000, 600, 1055, 924
5856, 5034, 4730, 6807, 8746, 15306, 15825, 11138, 7110, 6742, 9681, 8594
3595, 5075, 4023, 4911, 7481, 10919, 11278, 6195, 4486, 4490, 7883, 6576
7416, 7331, 5930, 6693, 10166, 15871, 14824, 9078, 5945, 6420, 10643, 10394
3559, 4840, 4434, 4185, 6857, 11287, 9697, 5717, 4365, 7366, 10049, 8730
6147, 5893, 5235, 6265, 8680, 13290, 14427, 8392, 5577, 6736, 11268, 9203
3443, 5523, 3945, 4652, 8407, 13755, 12610, 6738, 4398, 4390, 6963, 6056
3720, 5387, 6744, 6120, 8602, 13230, 13711, 11120, 8355, 6383, 9637, 7638
6410, 5818, 4900, 6116, 10098, 14703, 13780, 7043, 5319, 5349, 8711, 7892
7655, 8316, 5401, 7693, 8314, 25742, 21436, 8942, 5249, 9029, 11637, 12463
3180, 2563, 3753, 5184, 4704, 7440, 10466, 14878, 11460, 5619, 6060, 7068
7098, 3585, 2911, 7333, 6843, 22105, 19553, 5481, 4834, 4643, 7495, 9498
6422, 7170, 5440, 6296, 6579, 16737, 16162, 9253, 6028, 5759, 7574, 9149
3788, 3960, 3624, 4214, 5872, 8979, 10331, 7576, 5129, 4775, 6117, 6633
5114, 4476, 3477, 3239, 4648, 9290, 8057, 6571, 5513, 4861, 7500, 5019
2601, 1735, 1588, 1674, 2214, 4893, 4990, 3710, 2708, 2884, 4871, 3862
1140, 1293, 944, 1097, 1259, 2181, 2033, 1300, 905, 1047, 1784, 1556
1121, 1141, 1103, 1367, 2682, 4036, 4207, 2696, 1481, 1299, 2129, 1740
931, 851, 728, 876, 828, 1104, 2429, 1219, 873, 818, 972, 875
2964, 3026, 4213, 4971, 5085, 12661, 13014, 7348, 5509, 3824, 6414, 7266
3609, 4195, 3258, 5664, 4861, 13448, 13753, 4628, 5316, 7183, 10975, 9275
2836, 6301, 6503, 5157, 4292, 15781, 19089, 11441, 5350, 4932, 7747, 8557
28249, 22336, 12377, 9219, 10523, 13013, 14862, 7920, 8392, 12926, 26306, 36715
7173, 6691, 5332, 10319, 9327, 21214, 21410, 12731, 9007, 11377, 12228, 13509
12986, 6325, 5239, 12594, 11637, 25802, 25673, 12624, 8680, 11476, 13346, 14731
5820, 7145, 6859, 9553, 9526, 20600, 20633, 13227, 8337, 6408, 10414, 11412
11888, 7451, 7950, 12711, 12280, 20074, 20268, 22879, 7773, 7444, 14196, 14543
0, 0, 0, 674, 762, 920, 389, 204, 594, 966, 647, 350
8816, 7507, 6095, 9772, 10028, 20646, 20434, 12337, 7376, 7049, 9477, 11282
13495, 10838, 8802, 13546, 12645, 27744, 26747, 14333, 11649, 11133, 16360, 19673
295, 1312, 1033, 534, 1426, 1642, 1741, 988, 551, 1254, 1374, 1251
8769, 4231, 4842, 8914, 8423, 16485, 23667, 12220, 6671, 6432, 13713, 13113
7099, 7420, 5821, 7672, 8134, 23189, 25365, 10752, 8598, 9833, 9818, 10846
7052, 6649, 6118, 8927, 9960, 23202, 25450, 14620, 10654, 19753, 19513, 20902
5963, 6565, 5800, 8400, 8093, 20326, 20467, 11112, 5991, 5770, 9867, 10617
1213, 1573, 1228, 1282, 1267, 3862, 4032, 3149, 1034, 969, 1850, 2013
8188, 4641, 4666, 7178, 7142, 14560, 13191, 8534, 5230, 5010, 9400, 10800
6695, 3986, 4022, 5948, 5620, 13944, 13867, 5607, 4643, 4455, 6998, 8185
4700, 3634, 2801, 6176, 6065, 11230, 16013, 12187, 4977, 4758, 6861, 7832
9884, 4741, 3850, 8113, 7611, 16589, 16599, 10029, 4964, 4737, 9192, 9526
1271, 1559, 1715, 2038, 1511, 3113, 3656, 3703, 1364, 1237, 1724, 2330
5696, 5646, 4105, 5294, 5533, 15261, 15740, 10406, 4637, 4432, 7305, 9424
4265, 5129, 3639, 5906, 6534, 12880, 19386, 11587, 4900, 4530, 6788, 8431
19502, 19363, 18171, 17344, 22338, 43571, 41056, 28974, 26909, 28948, 36019, 38440
17043, 14931, 21506, 18328, 29624, 44619, 41615, 27246, 20563, 19223, 24568, 26651
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4468, 3565, 7451, 6460, 11100, 19508, 16460, 9282, 6380, 6245, 9421, 10403
11688, 16239, 18590, 17943, 21169, 36156, 55291, 48046, 32880, 24245, 30286, 32678
3153, 4302, 4767, 4127, 7849, 10605, 12643, 10950, 5023, 4742, 6265, 6920
10109, 7610, 6790, 8509, 13946, 22942, 20307, 12874, 8759, 10767, 15697, 18942
12072, 12290, 15357, 14093, 21148, 35915, 34333, 19966, 15826, 17743, 21388, 26298
9191, 7232, 9523, 8749, 14010, 21919, 20832, 11401, 7519, 9945, 13929, 15144
14048, 13501, 18748, 17175, 24395, 40323, 40019, 35960, 16290, 18388, 24547, 26313
14854, 16791, 17135, 17624, 25814, 39185, 42531, 40882, 19845, 16435, 22484, 24876
8521, 10685, 12393, 9434, 8921, 29862, 33466, 12385, 8518, 10899, 11714, 12574
7308, 5905, 4879, 8545, 9594, 15898, 19656, 11532, 10876, 8285, 9708, 10719
7026, 6336, 4396, 7715, 8019, 20819, 20190, 10238, 5831, 7016, 8359, 9258
8125, 6171, 5459, 8770, 8428, 23307, 25303, 10674, 7161, 9998, 9869, 10902
36733, 32444, 32460, 33065, 45653, 50867, 52698, 44876, 34964, 29490, 38399, 42539
1192, 934, 1489, 1209, 2877, 3975, 4300, 3641, 2766, 1089, 1975, 2236
2609, 2045, 2766, 2272, 6185, 8746, 9012, 4581, 3071, 1524, 3633, 4059
8205, 8016, 9079, 8412, 12374, 21319, 18970, 13614, 10170, 7278, 10026, 11409
1871, 1466, 2913, 2393, 3668, 8220, 7252, 3716, 2533, 2304, 3056, 3919
